week_end,state,season,covid,flu,rsv,ili,ili_rescaled,flu_rescaled,rsv_rescaled,covid_rescaled,beta_flu,beta_rsv,beta_covid,flu_times_coef,rsv_times_coef,covid_times_coef
2022-11-05,Arizona,22-23,2.9,1.06,0.96,2.65965,0.38055002167099,0.14518760195758565,0.6785714285714286,0.38122605363984674,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.06678650614246395,0.10959969146118781,0.1795300394549415
2022-11-26,Arizona,22-23,6.13,5.48,1.34,5.1742,0.9472976850243879,0.8662316476345842,0.9500000000000001,1,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.39846780631065576,0.15343956804566294,0.4709280431933641
2022-12-03,Arizona,22-23,5.8,6.24,1.16,5.40803,1,0.9902120717781404,0.8214285714285714,0.9367816091954023,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.4554989800952317,0.1326733107161747,0.44115673011792156
2023-03-11,Arizona,22-23,1.63,0.39,0.06,1.52924,0.12576995122843973,0.03588907014681893,0.03571428571428571,0.1379310344827586,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.016509023990271987,0.005768404813746726,0.06495559216460194
2023-03-18,Arizona,22-23,1.73,0.31,0.08,1.67938,0.1596096021305412,0.022838499184339313,0.05000000000000001,0.15708812260536398,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.010505742539263991,0.008075766739245418,0.07397720218746333
2023-04-01,Arizona,22-23,1.53,0.27,0.05,1.44369,0.10648806675611537,0.016313213703099513,0.028571428571428574,0.11877394636015326,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.007504101813759995,0.004614723850997381,0.05593398214174057
2023-04-08,Arizona,22-23,1.62,0.34,0.03,1.24575,0.061874902379120834,0.02773246329526917,0.014285714285714285,0.1360153256704981,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.01275697308339199,0.0023073619254986907,0.06405343116231581
2023-05-06,Arizona,22-23,1.27,0.64,0.02,1.50061,0.1193171125090634,0.0766721044045677,0.0071428571428571435,0.06896551724137931,0.4600014411834876,0.16151533478490834,0.4709280431933641,0.035269278524671974,0.0011536809627493453,0.032477796082300975
2022-10-01,Arkansas,22-23,0.98,0.3,1.12,1.58473,0.10042716496601689,0.016519823788546256,0.9016393442622952,0.19727891156462585,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.016106000680869592,0.05532174491068496,0.06036968019123864
2022-10-22,Arkansas,22-23,1.01,1.73,0.96,2.59954,0.2460161756003085,0.17400881057268724,0.7704918032786885,0.20748299319727892,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.16964987383849306,0.04727494565094895,0.06349224985630271
2022-10-29,Arkansas,22-23,0.81,3.38,1.24,3.77965,0.41531983573337167,0.355726872246696,1,0.13945578231292519,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.3468158813280586,0.061356844355486946,0.042675118755875596
2022-11-19,Arkansas,22-23,0.79,6.25,0.58,6.72651,0.8380890554668867,0.6718061674008811,0.4590163934426229,0.1326530612244898,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.6549773610220301,0.028163797409075972,0.04059340564583288
2022-12-03,Arkansas,22-23,1.76,6.8,0.47,7.09427,0.8908494880117641,0.7323788546255506,0.3688524590163934,0.4625850340136054,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.7140326968518852,0.02263162291800748,0.1415564914829044
2023-01-14,Arkansas,22-23,2.12,0.81,0.15,2.29794,0.2027473414271112,0.07268722466960353,0.10655737704918034,0.5850340136054423,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.07086640299582622,0.0065380243985354945,0.17902732746367322
2023-02-11,Arkansas,22-23,1.09,0.5,0.07,1.96896,0.15555045460251424,0.038546255506607924,0.04098360655737705,0.23469387755102042,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.037580668255362375,0.002514624768667498,0.07181910229647355
2023-02-18,Arkansas,22-23,1.1,0.46,0.1,2.04929,0.16707494216595237,0.0341409691629956,0.06557377049180328,0.2380952380952381,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.033285734740463833,0.004023399629867997,0.07285995885149492
2023-03-11,Arkansas,22-23,0.81,0.37,0.07,1.70588,0.11780786543048259,0.024229074889867842,0.04098360655737705,0.13945578231292519,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.02362213433194207,0.002514624768667498,0.042675118755875596
2023-04-22,Arkansas,22-23,0.5,0.17,0.03,1.32237,0.06278787009307248,0.0022026431718061693,0.008196721311475409,0.03401360544217687,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.002147466757449281,5.029249537334995e-4,0.010408565550213557
2023-04-29,Arkansas,22-23,0.8,0.17,0.02,1.33124,0.06406039847210515,0.0022026431718061693,0,0.1360544217687075,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.002147466757449281,0,0.041634262200854234
2022-10-08,Arkansas,22-23,0.94,0.69,1.12,1.88728,0.1438322902282876,0.05947136563876651,0.9016393442622952,0.18367346938775508,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.05798160245113052,0.05532174491068496,0.05620625397115321
2022-10-15,Arkansas,22-23,1.03,1.08,1.18,2.50679,0.232709861377616,0.10242290748898679,0.9508196721311475,0.2142857142857143,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.09985720422139148,0.058339294633085945,0.06557396296634542
2022-11-05,Arkansas,22-23,0.97,4.58,0.92,5.46639,0.65730681634775745,0.48788546255506604,0.7377049180327869,0.19387755102040816,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.47566388677501525,0.045263245836014966,0.05932882363621728
2022-11-26,Arkansas,22-23,1.42,9.23,0.58,7.85509,1,1,0.4590163934426229,0.3469387755102041,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.9749499078819727,0.028163797409075972,0.10616736861217829
2022-12-17,Arkansas,22-23,2.19,3.56,0.3,5.32132,0.6364944497247279,0.3755506607929516,0.22950819672131145,0.608843537414966,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.3661430821451021,0.014081898704537986,0.1863133233488227
2023-01-28,Arkansas,22-23,1.53,0.7,0.14,2.21568,0.1909459677563976,0.060572687224669595,0.09836065573770493,0.3843537414965986,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.059055335829855164,0.006035099444801995,0.11761679071741321
2023-03-04,Arkansas,22-23,1.07,0.38,0.06,2.01515,0.16217707081756724,0.025330396475770928,0.032786885245901634,0.22789115646258506,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.02469586771066671,0.002011699814933998,0.06973738918643085
2023-04-08,Arkansas,22-23,0.78,0.24,0.06,1.15294,0.038480713017592316,0.009911894273127752,0.032786885245901634,0.1292517006802721,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.009663600408521754,0.002011699814933998,0.039552549090811524
2023-05-20,Arkansas,22-23,0.59,0.27,0.04,0.884715,0,0.013215859030837006,0.01639344262295082,0.06462585034013604,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.012884800544695676,0.0010058499074669992,0.01977627454540576
2022-12-24,Arkansas,22-23,2.65,2.78,0.25,4.62027,0.535918799203773,0.289647577092511,0.18852459016393444,0.7653061224489796,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.28239187860458015,0.01156727393587049,0.23419272487980505
2023-01-07,Arkansas,22-23,2.82,1.45,0.25,3.44047,0.3666596130050392,0.14317180616740088,0.18852459016393444,0.8231292517006803,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.13958533923420313,0.01156727393587049,0.2518872863151681
2023-02-04,Arkansas,22-23,1.35,0.65,0.12,2.23088,0.19312662518157203,0.05506607929515418,0.08196721311475409,0.3231292517006803,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.053686668936231974,0.0050292495373349955,0.09888137272702881
2023-02-25,Arkansas,22-23,1.17,0.52,0.09,2.11028,0.17582483008446462,0.040748898678414094,0.05737704918032786,0.26190476190476186,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.03972813501281166,0.0035204746761344965,0.08014595473664439
2023-03-18,Arkansas,22-23,0.68,0.39,0.05,1.74594,0.12355504546025142,0.02643171806167401,0.024590163934426233,0.09523809523809525,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.025769601089391348,0.0015087748612004988,0.029143983540597967
2023-03-25,Arkansas,22-23,0.83,0.41,0.07,1.4796,0.0853447626562416,0.028634361233480177,0.04098360655737705,0.1462585034013605,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.02791706784684063,0.002514624768667498,0.04475683186591829
2023-04-15,Arkansas,22-23,0.77,0.28,0.05,1.07892,0.02786148521421015,0.014317180616740092,0.024590163934426233,0.12585034013605442,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.013958533923420316,0.0015087748612004988,0.03851169253579017
2023-05-13,Arkansas,22-23,0.45,0.24,0.03,0.904266,0.0028048706131305686,0.009911894273127752,0.008196721311475409,0.017006802721088433,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.009663600408521754,5.029249537334995e-4,0.005204282775106778
2022-11-12,Arkansas,22-23,0.95,5.44,0.82,5.75594,0.6988469056542869,0.5825991189427313,0.6557377049180327,0.18707482993197277,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.5680049573453343,0.040233996298679964,0.057247110526174566
2022-12-10,Arkansas,22-23,1.91,5.14,0.32,6.03581,0.7389982604953105,0.5495594713656387,0.2459016393442623,0.5136054421768707,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.535792955983595,0.015087748612004986,0.1571693398082247
2022-12-31,Arkansas,22-23,3.34,2.63,0.24,4.49872,0.5184807130175922,0.27312775330396477,0.18032786885245902,1,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.2662858779237106,0.011064348982136991,0.3060118271762786
2023-01-21,Arkansas,22-23,1.46,0.69,0.16,2.30209,0.20334271828990555,0.05947136563876651,0.11475409836065575,0.36054421768707484,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.05798160245113052,0.007040949352268995,0.11033079483226373
2023-04-01,Arkansas,22-23,0.8,0.33,0.05,1.38314,0.07150619586464144,0.019823788546255508,0.024590163934426233,0.1360544217687075,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.019327200817043512,0.0015087748612004988,0.041634262200854234
2023-05-06,Arkansas,22-23,0.7,0.15,0.04,1.31489,0.061714757096999785,0,0.01639344262295082,0.10204081632653059,0.9749499078819727,0.061356844355486946,0.3060118271762786,0,0.0010058499074669992,0.031225696650640667
2023-05-27,Arkansas,22-23,0.4,0.16,0.03,1.12853,0.034978749349927375,0.0011013215859030847,0.008196721311475409,0,0.9749499078819727,0.061356844355486946,0.3060118271762786,0.0010737333787246405,5.029249537334995e-4,0
2022-10-01,Connecticut,22-23,3.37,0.11,0.2,1.83094,0.0941698346985119,0.001256281407035175,0.2272727272727273,0.5836653386454184,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.0010244731045781644,0.023693875886612245,0.11849918832168271
2022-10-08,Connecticut,22-23,3.33,0.21,0.33,2.05072,0.12514959171505052,0.013819095477386932,0.375,0.5756972111553785,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.011269204150359813,0.0390948952129102,0.11688145196234233
2022-10-15,Connecticut,22-23,3.09,0.28,0.42,2.25469,0.15390080219217936,0.022613065326633167,0.47727272727272724,0.5278884462151394,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.01844051588240697,0.04975713936188571,0.10717503380630004
2022-11-12,Connecticut,22-23,2.31,2.75,0.84,4.34486,0.4485270590092623,0.3329145728643216,0.9545454545454545,0.3725099601593626,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.2714853727132137,0.09951427872377142,0.07562917479916269
2022-12-31,Connecticut,22-23,5.46,3.46,0.13,5.13445,0.5598261141675512,0.42211055276381904,0.14772727272727273,1,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.3442229631382634,0.015401019326297958,0.20302591309721746
2023-01-07,Connecticut,22-23,4.73,1.87,0.12,3.74509,0.3639846581274288,0.22236180904522612,0.13636363636363635,0.854581673306773,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.1813317395103352,0.014216325531967344,0.1735022245392556
2023-01-28,Connecticut,22-23,2.78,0.33,0.04,2.07025,0.1279025021460861,0.028894472361809042,0.045454545454545456,0.4661354581673307,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.023562881405297793,0.004738775177322448,0.09463757702141212
2023-02-25,Connecticut,22-23,1.6,0.21,0.04,1.98594,0.11601833018292124,0.013819095477386932,0.045454545454545456,0.23107569721115542,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.011269204150359813,0.004738775177322448,0.046914354420870975
2023-03-11,Connecticut,22-23,1.07,0.23,0.01,1.77337,0.0860548806014961,0.016331658291457284,0.011363636363636364,0.12549800796812752,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.013318150359516143,0.001184693794330612,0.025479347659610962
2023-04-01,Connecticut,22-23,0.87,0.22,0.01,1.78641,0.08789297338289417,0.015075376884422108,0.011363636363636364,0.0856573705179283,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.012293677254937978,0.001184693794330612,0.017390665862909067
2023-04-15,Connecticut,22-23,0.61,0.13,0.01,1.66394,0.07062984278950313,0.003768844221105527,0.011363636363636364,0.03386454183266932,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.0030734193137344945,0.001184693794330612,0.006875379527196607
2023-04-29,Connecticut,22-23,0.51,0.14,0.01,1.34196,0.025244174556792693,0.005025125628140704,0.011363636363636364,0.013944223107569724,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.00409789241831266,0.001184693794330612,0.0028310386288456623
2023-05-27,Connecticut,22-23,0.58,0.12,0,1.16287,0,0.00251256281407035,0,0.027888446215139435,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.002048946209156329,0,0.005662077257691322
2022-11-26,Connecticut,22-23,2.52,6.98,0.52,7.03994,0.8284202410100489,0.864321608040201,0.5909090909090909,0.4143426294820718,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.7048374959497775,0.06160407730519183,0.08412229068569968
2022-12-17,Connecticut,22-23,3.82,5.73,0.19,6.4247,0.741697219320836,0.707286432160804,0.2159090909090909,0.6733067729083666,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.5767783578775069,0.02250918209228163,0.13669872236426198
2023-02-04,Connecticut,22-23,2.39,0.29,0.06,2.01604,0.12026116704795811,0.023869346733668338,0.06818181818181818,0.3884462151394423,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.01946498898698513,0.007108162765983672,0.07886464751784344
2023-03-04,Connecticut,22-23,1.29,0.18,0.03,1.81277,0.09160862719559759,0.010050251256281404,0.03409090909090909,0.16932270916334666,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.008195784836625317,0.003554081382991836,0.03437689763598305
2023-03-25,Connecticut,22-23,0.83,0.17,0.02,1.83548,0.094809784179152,0.008793969849246231,0.022727272727272728,0.07768924302788845,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.007171311732047155,0.002369387588661224,0.015772929503568688
2023-04-08,Connecticut,22-23,0.78,0.24,0.01,1.64045,0.06731873853834973,0.01758793969849246,0.011363636363636364,0.06772908366533865,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.014342623464094307,0.001184693794330612,0.013750759054393217
2022-10-29,Connecticut,22-23,2.69,1.34,0.74,3.46733,0.3248321542193673,0.1557788944723618,0.8409090909090909,0.4482071713147411,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.12703466496769245,0.0876673407804653,0.09099767021289629
2022-11-05,Connecticut,22-23,2.56,2.5,0.88,4.33738,0.44747269290459535,0.3015075376884422,1,0.4223107569721116,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.24587354509875958,0.10425305390109386,0.08574002704504005
2022-12-10,Connecticut,22-23,3.36,6.96,0.26,7.52155,0.8963070404309934,0.8618090452261306,0.29545454545454547,0.5816733067729084,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.7027885497406211,0.030802038652595915,0.1180947542318476
2023-01-14,Connecticut,22-23,3.77,0.71,0.09,2.681,0.21399262225642804,0.07663316582914571,0.10227272727272727,0.6633466135458168,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.06249285937926805,0.010662244148975509,0.13467655191508648
2023-02-11,Connecticut,22-23,2.2,0.23,0.06,1.87773,0.10076526117409583,0.016331658291457284,0.06818181818181818,0.35059760956175307,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.013318150359516143,0.007108162765983672,0.07118039981097665
2023-02-18,Connecticut,22-23,1.8,0.25,0.03,2.01489,0.12009906530726734,0.018844221105527637,0.03409090909090909,0.2709163346613546,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.015367096568672474,0.003554081382991836,0.05500303621757287
2023-03-18,Connecticut,22-23,0.91,0.18,0.03,1.85977,0.09823365485861202,0.010050251256281404,0.03409090909090909,0.09362549800796814,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.008195784836625317,0.003554081382991836,0.019008402222249445
2023-04-22,Connecticut,22-23,0.51,0.13,0.01,1.35805,0.027512189346109755,0.003768844221105527,0.011363636363636364,0.013944223107569724,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.0030734193137344945,0.001184693794330612,0.0028310386288456623
2023-05-13,Connecticut,22-23,0.47,0.11,0.01,1.31349,0.02123109928943054,0.001256281407035175,0.011363636363636364,0.005976095617529875,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.0010244731045781644,0.001184693794330612,0.0012133022695052825
2023-05-20,Connecticut,22-23,0.44,0.1,0.02,1.30393,0.019883540471166323,0,0.022727272727272728,0,0.8154805912442193,0.10425305390109386,0.20302591309721746,0,0.002369387588661224,0
2022-10-22,Connecticut,22-23,2.76,0.51,0.58,2.54442,0.19474057378377885,0.05150753768844221,0.6590909090909091,0.4621513944223108,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.04200339728770477,0.0687122400711755,0.09382870884174194
2022-11-19,Connecticut,22-23,2.2,3.51,0.62,4.67524,0.49509677473919234,0.4283919597989949,0.7045454545454546,0.35059760956175307,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.3493453286611542,0.07345101524849795,0.07118039981097665
2022-12-03,Connecticut,22-23,3.21,8.06,0.31,8.25718,1,1,0.3522727272727273,0.551792828685259,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.8154805912442193,0.036725507624248976,0.1120282428843212
2022-12-24,Connecticut,22-23,4.63,5.02,0.17,5.75337,0.6470678614269746,0.6180904522613064,0.1931818181818182,0.8346613545816732,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.5040407674524571,0.02013979450362041,0.16945788364090458
2023-01-21,Connecticut,22-23,3.1,0.45,0.07,2.16632,0.14144434060535835,0.043969849246231145,0.07954545454545456,0.5298804780876495,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.035856558660235766,0.008292856560314286,0.10757946789613516
2023-05-06,Connecticut,22-23,0.47,0.13,0.01,1.41107,0.03498578438213159,0.003768844221105527,0.011363636363636364,0.005976095617529875,0.8154805912442193,0.10425305390109386,0.20302591309721746,0.0030734193137344945,0.001184693794330612,0.0012133022695052825
2022-10-01,Delaware,22-23,2.68,0.08,0.88,0.987224,0.10330743866912809,0.00839328537170264,0.3371647509578544,0.5813397129186604,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.006888270315146956,0.03202286609901232,0.14386603609904805
2022-10-15,Delaware,22-23,2.26,0.28,2.02,1.14068,0.1544796346291336,0.03237410071942446,0.7739463601532568,0.4808612440191387,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.026569042644138254,0.07350703354546011,0.11900030146464466
2022-10-22,Delaware,22-23,1.74,0.54,2.37,1.24413,0.18897658275799514,0.06354916067146284,0.9080459770114944,0.3564593301435407,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.05215404667182695,0.08624340074393091,0.08821415382205004
2022-11-19,Delaware,22-23,1.33,5.01,1.2,2.42412,0.5824618782879644,0.5995203836930456,0.45977011494252873,0.2583732057416268,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.49201930822478257,0.04366754468047134,0.0639404604884658
2022-12-24,Delaware,22-23,3.34,5.38,0.36,3.00611,0.7765351392016051,0.6438848920863309,0.13793103448275862,0.7392344497607656,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.5284287370334164,0.013100263404141404,0.1829407619531105
2023-02-25,Delaware,22-23,1.77,0.11,0.07,1.22348,0.18209053172985604,0.011990407673860911,0.026819923371647514,0.36363636363636365,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.009840386164495651,0.0025472734396941622,0.08999027772450742
2023-04-15,Delaware,22-23,0.51,0.07,0.03,0.893855,0.07217215060877358,0.007194244604316547,0.011494252873563218,0.06220095693779905,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.00590423169869739,0.0010916886170117836,0.015393073821297322
2023-04-22,Delaware,22-23,0.37,0.04,0.04,0.702936,0.008507357570454467,0.003597122302158273,0.015325670498084292,0.028708133971291867,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.002952115849348695,0.0014555848226823782,0.007104495609829533
2022-12-31,Delaware,22-23,4.43,4.42,0.28,2.73877,0.687386621920118,0.5287769784172662,0.10727969348659006,1,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.4339610298542582,0.010189093758776649,0.2474732637423954
2023-01-14,Delaware,22-23,3.03,0.91,0.16,1.2175,0.18009641138369278,0.10791366906474821,0.06130268199233717,0.6650717703349283,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.08856347548046085,0.005822339290729513,0.16458748162771752
2023-02-18,Delaware,22-23,2.3,0.11,0.15,1.32507,0.2159672350687738,0.011990407673860911,0.05747126436781609,0.4904306220095694,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.009840386164495651,0.005458443085058918,0.12136846666792118
2023-03-11,Delaware,22-23,1.19,0.05,0.05,0.886824,0.06982755860979797,0.004796163069544365,0.019157088122605366,0.22488038277511962,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.003936154465798261,0.001819481028352973,0.05565188227699801
2023-04-08,Delaware,22-23,0.64,0.01,0.01,0.795776,0.03946624267710991,0,0.003831417624521073,0.09330143540669858,0.8206882061189372,0.09497690968002517,0.2474732637423954,0,3.6389620567059454e-4,0.023089610731945986
2022-11-12,Delaware,22-23,1.65,4.44,2.13,2.63891,0.654086812928836,0.5311750599520384,0.8160919540229885,0.3349282296650718,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.4359291070871573,0.07750989180783664,0.08288578211467788
2022-12-10,Delaware,22-23,2.47,7.35,0.6,3.07895,0.8008247254916606,0.8800959232613909,0.22988505747126436,0.5311004784688996,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.7222843444739807,0.02183377234023567,0.13143316878184638
2022-12-17,Delaware,22-23,2.97,6.56,0.53,3.40751,0.9103879664507594,0.7853717026378897,0.20306513409961688,0.6507177033492824,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.6445452937744651,0.019286498900541512,0.16103523382280277
2023-01-21,Delaware,22-23,2.72,0.62,0.15,1.13921,0.15398944116611357,0.07314148681055156,0.05747126436781609,0.590909090909091,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.06002635560342347,0.005458443085058918,0.1462342013023246
2023-02-04,Delaware,22-23,3.01,0.13,0.15,1.37674,0.23319736856145895,0.014388489208633094,0.05747126436781609,0.6602870813397129,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.01180846339739478,0.005458443085058918,0.16340339902607925
2023-03-04,Delaware,22-23,1.28,0.14,0.06,0.871043,0.06456514837856007,0.015587529976019185,0.022988505747126436,0.24641148325358855,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.012792502013844345,0.0021833772340235673,0.06098025398437017
2023-03-25,Delaware,22-23,0.84,0.07,0.03,1.07425,0.13232755860979797,0.007194244604316547,0.011494252873563218,0.1411483253588517,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.00590423169869739,0.0010916886170117836,0.03493043674832854
2023-05-06,Delaware,22-23,0.3,0.08,0.02,0.762788,0.02846590120901049,0.00839328537170264,0.007662835249042146,0.011961722488038276,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.006888270315146956,7.277924113411891e-4,0.0029602065040956384
2023-05-20,Delaware,22-23,0.39,0.07,0,0.767668,0.030093210120260797,0.007194244604316547,0,0.033492822966507185,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.00590423169869739,0,0.00828857821146779
2023-05-27,Delaware,22-23,0.28,0.06,0,0.833403,0.05201352800571959,0.005995203836930456,0,0.007177033492822974,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.0049201930822478255,0,0.001776123902457385
2022-10-08,Delaware,22-23,2.37,0.2,1.29,0.926989,0.08322117795823417,0.022781774580335732,0.49425287356321845,0.5071770334928231,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.018696733712541738,0.0469426105315067,0.12551275577365512
2022-10-29,Delaware,22-23,1.81,1.58,2.43,1.77091,0.3646392442884125,0.18824940047961633,0.9310344827586208,0.3732057416267943,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.15449406278258174,0.08842677797795448,0.09235844292778395
2022-11-05,Delaware,22-23,1.69,3.87,2.61,2.67915,0.6675054421478342,0.46282973621103124,1,0.3444976076555024,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.3798389059495321,0.09497690968002517,0.0852539473179544
2022-11-26,Delaware,22-23,2.12,8.35,1,3.20377,0.8424478194060591,1,0.3831417624521073,0.44736842105263164,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.8206882061189372,0.03638962056705945,0.11071172325317691
2022-12-03,Delaware,22-23,2.27,7.77,0.95,3.67624,1,0.9304556354916067,0.36398467432950193,0.48325358851674644,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.7636139663648625,0.03457013953870648,0.11959234276546381
2023-01-07,Delaware,22-23,4.14,2.29,0.39,2.1097,0.47761383159220183,0.2733812949640288,0.14942528735632185,0.930622009569378,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.22436080455050084,0.014191952021153188,0.2303040660186407
2023-01-28,Delaware,22-23,2.66,0.29,0.18,1.17763,0.16680116419280142,0.03357314148681055,0.06896551724137931,0.576555023923445,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.02755308126058782,0.006550131702070702,0.1426819534974098
2023-02-11,Delaware,22-23,2.48,0.2,0.1,1.15015,0.15763754761879356,0.022781774580335732,0.03831417624521073,0.5334928229665072,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.018696733712541738,0.003638962056705946,0.1320252100826655
2023-03-18,Delaware,22-23,1.21,0.06,0.09,1.05891,0.1272122064174661,0.005995203836930456,0.034482758620689655,0.22966507177033493,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.0049201930822478255,0.003275065851035351,0.056835964878636264
2023-04-01,Delaware,22-23,0.58,0.11,0.01,1.17784,0.16687119183037574,0.011990407673860911,0.003831417624521073,0.07894736842105263,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.009840386164495651,3.6389620567059454e-4,0.019537362927031215
2023-04-29,Delaware,22-23,0.25,0.07,0.01,0.677424,0,0.007194244604316547,0.003831417624521073,0,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.00590423169869739,3.6389620567059454e-4,0
2023-05-13,Delaware,22-23,0.32,0.06,0.05,0.763868,0.02882604334510686,0.005995203836930456,0.019157088122605366,0.016746411483253593,0.8206882061189372,0.09497690968002517,0.2474732637423954,0.0049201930822478255,0.001819481028352973,0.004144289105733895
2022-10-01,District of Columbia,22-23,1.75,0.1,1.28,5.72777,0.283171443218061,0.0028943560057887127,0.6028708133971292,0.2845528455284553,0.7598516102000733,0.4725511833908282,0.10925899111313306,0.002199281071490806,0.28488731630260455,0.03108995682081022
